Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Skin_Type,source_name,SRA Study
SRR8052777,RNA-Seq,252,8779286880,PRJNA496323,SAMN10238601,4672658727,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4882402,GSM3427937,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427937,healthy,skin biopsy,SRP165679
SRR8052778,RNA-Seq,252,6131379492,PRJNA496323,SAMN10238673,3220855681,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX4882403,GSM3427938,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427938,healthy,skin biopsy,SRP165679
SRR8052779,RNA-Seq,252,7633041192,PRJNA496323,SAMN10238672,4243332519,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX4882404,GSM3427939,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427939,healthy,skin biopsy,SRP165679
SRR8052780,RNA-Seq,252,5146723512,PRJNA496323,SAMN10238671,3049417668,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX4882405,GSM3427940,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427940,healthy,skin biopsy,SRP165679
SRR8052781,RNA-Seq,252,8950408740,PRJNA496323,SAMN10238670,4754050135,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX4882406,GSM3427941,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427941,healthy,skin biopsy,SRP165679
SRR8052782,RNA-Seq,252,6634382580,PRJNA496323,SAMN10238669,3616873780,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX4882407,GSM3427942,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427942,healthy,skin biopsy,SRP165679
SRR8052783,RNA-Seq,252,8665746768,PRJNA496323,SAMN10238668,4753305040,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX4882408,GSM3427943,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427943,healthy,skin biopsy,SRP165679
SRR8052784,RNA-Seq,252,6097823676,PRJNA496323,SAMN10238667,3487994512,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4882409,GSM3427944,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427944,healthy,skin biopsy,SRP165679
SRR8052785,RNA-Seq,252,8418833640,PRJNA496323,SAMN10238666,4163908164,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX4882410,GSM3427945,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427945,healthy,skin biopsy,SRP165679
SRR8052786,RNA-Seq,252,7560683172,PRJNA496323,SAMN10238665,4067765018,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4882411,GSM3427946,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427946,healthy,skin biopsy,SRP165679
SRR8052787,RNA-Seq,252,5717210436,PRJNA496323,SAMN10238664,3152916590,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4882412,GSM3427947,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427947,healthy,skin biopsy,SRP165679
SRR8052788,RNA-Seq,252,8353971108,PRJNA496323,SAMN10238663,4654879256,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4882413,GSM3427948,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427948,healthy,skin biopsy,SRP165679
SRR8052789,RNA-Seq,252,10881163188,PRJNA496323,SAMN10238662,5855120535,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4882414,GSM3427949,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427949,lesional,skin biopsy,SRP165679
SRR8052790,RNA-Seq,252,7015714272,PRJNA496323,SAMN10238661,3766259747,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX4882415,GSM3427950,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427950,non-lesional,skin biopsy,SRP165679
SRR8052791,RNA-Seq,252,7702682652,PRJNA496323,SAMN10238660,4139259611,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4882416,GSM3427951,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427951,lesional,skin biopsy,SRP165679
SRR8052792,RNA-Seq,252,7561242108,PRJNA496323,SAMN10238659,3931337537,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX4882417,GSM3427952,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427952,non-lesional,skin biopsy,SRP165679
SRR8052793,RNA-Seq,252,9892843380,PRJNA496323,SAMN10238658,5405267167,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX4882418,GSM3427953,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427953,lesional,skin biopsy,SRP165679
SRR8052794,RNA-Seq,252,8883927612,PRJNA496323,SAMN10238657,4852448988,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX4882419,GSM3427954,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427954,non-lesional,skin biopsy,SRP165679
SRR8052795,RNA-Seq,252,10934495964,PRJNA496323,SAMN10238656,6110761514,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX4882420,GSM3427955,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427955,lesional,skin biopsy,SRP165679
SRR8052796,RNA-Seq,252,10714878468,PRJNA496323,SAMN10238655,5624540870,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4882421,GSM3427956,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427956,non-lesional,skin biopsy,SRP165679
SRR8052797,RNA-Seq,252,7022171268,PRJNA496323,SAMN10238654,3708237999,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX4882422,GSM3427957,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427957,lesional,skin biopsy,SRP165679
SRR8052798,RNA-Seq,252,6148713564,PRJNA496323,SAMN10238653,3043416113,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4882423,GSM3427958,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427958,non-lesional,skin biopsy,SRP165679
SRR8052799,RNA-Seq,252,2192644188,PRJNA496323,SAMN10238652,1265138486,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX4882424,GSM3427959,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427959,lesional,skin biopsy,SRP165679
SRR8052800,RNA-Seq,252,6725524176,PRJNA496323,SAMN10238651,3537674130,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4882425,GSM3427960,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427960,non-lesional,skin biopsy,SRP165679
SRR8052801,RNA-Seq,252,8058982176,PRJNA496323,SAMN10238707,5033431914,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX4882426,GSM3427961,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427961,lesional,skin biopsy,SRP165679
SRR8052802,RNA-Seq,252,9066722112,PRJNA496323,SAMN10238706,5167700012,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX4882427,GSM3427962,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427962,non-lesional,skin biopsy,SRP165679
SRR8052803,RNA-Seq,252,5520802644,PRJNA496323,SAMN10238705,3148449740,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4882428,GSM3427963,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427963,lesional,skin biopsy,SRP165679
SRR8052804,RNA-Seq,252,7048372968,PRJNA496323,SAMN10238704,4092654271,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4882429,GSM3427964,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427964,non-lesional,skin biopsy,SRP165679
SRR8052805,RNA-Seq,252,9896384736,PRJNA496323,SAMN10238703,5442704321,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX4882430,GSM3427965,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427965,lesional,skin biopsy,SRP165679
SRR8052806,RNA-Seq,252,10379655720,PRJNA496323,SAMN10238702,5707115433,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX4882431,GSM3427966,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427966,non-lesional,skin biopsy,SRP165679
SRR8052807,RNA-Seq,252,7828057944,PRJNA496323,SAMN10238701,4244618367,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4882432,GSM3427967,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427967,lesional,skin biopsy,SRP165679
SRR8052808,RNA-Seq,252,5628919716,PRJNA496323,SAMN10238700,3133912396,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4882433,GSM3427968,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427968,non-lesional,skin biopsy,SRP165679
SRR8052809,RNA-Seq,252,7772262372,PRJNA496323,SAMN10238699,4451274492,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX4882434,GSM3427969,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427969,lesional,skin biopsy,SRP165679
SRR8052810,RNA-Seq,252,5286248100,PRJNA496323,SAMN10238698,3047517179,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX4882435,GSM3427970,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427970,non-lesional,skin biopsy,SRP165679
SRR8052811,RNA-Seq,252,8856763524,PRJNA496323,SAMN10238697,4575116011,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4882436,GSM3427971,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427971,lesional,skin biopsy,SRP165679
SRR8052812,RNA-Seq,252,7317693936,PRJNA496323,SAMN10238696,3718572110,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4882437,GSM3427972,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427972,non-lesional,skin biopsy,SRP165679
SRR8052813,RNA-Seq,252,8340496416,PRJNA496323,SAMN10238695,4701664726,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4882438,GSM3427973,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427973,lesional,skin biopsy,SRP165679
SRR8052814,RNA-Seq,252,11938518900,PRJNA496323,SAMN10238694,6469708661,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX4882439,GSM3427974,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427974,non-lesional,skin biopsy,SRP165679
SRR8052815,RNA-Seq,252,6275426724,PRJNA496323,SAMN10238693,3297492389,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4882440,GSM3427975,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427975,lesional,skin biopsy,SRP165679
SRR8052816,RNA-Seq,252,7350282324,PRJNA496323,SAMN10238692,3862373450,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX4882441,GSM3427976,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427976,non-lesional,skin biopsy,SRP165679
SRR8052817,RNA-Seq,252,14054361804,PRJNA496323,SAMN10238691,7740755058,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4882442,GSM3427977,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427977,lesional,skin biopsy,SRP165679
SRR8052818,RNA-Seq,252,9237900672,PRJNA496323,SAMN10238690,5071956696,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX4882443,GSM3427978,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427978,non-lesional,skin biopsy,SRP165679
SRR8052819,RNA-Seq,252,7302120084,PRJNA496323,SAMN10238689,4044786079,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX4882444,GSM3427979,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427979,lesional,skin biopsy,SRP165679
SRR8052820,RNA-Seq,252,6922945512,PRJNA496323,SAMN10238688,3833149028,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4882445,GSM3427980,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427980,non-lesional,skin biopsy,SRP165679
SRR8052821,RNA-Seq,252,6278521284,PRJNA496323,SAMN10238687,3479522657,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX4882446,GSM3427981,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427981,lesional,skin biopsy,SRP165679
SRR8052822,RNA-Seq,252,8608436172,PRJNA496323,SAMN10238686,4668009151,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX4882447,GSM3427982,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427982,non-lesional,skin biopsy,SRP165679
SRR8052823,RNA-Seq,252,10420944156,PRJNA496323,SAMN10238685,5973455082,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4882448,GSM3427983,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427983,lesional,skin biopsy,SRP165679
SRR8052824,RNA-Seq,252,9775326456,PRJNA496323,SAMN10238684,5555140429,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4882449,GSM3427984,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427984,non-lesional,skin biopsy,SRP165679
SRR8052825,RNA-Seq,252,8705779488,PRJNA496323,SAMN10238683,4883144907,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4882450,GSM3427985,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427985,lesional,skin biopsy,SRP165679
SRR8052826,RNA-Seq,252,11808999972,PRJNA496323,SAMN10238682,6702987849,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX4882451,GSM3427986,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427986,non-lesional,skin biopsy,SRP165679
SRR8052827,RNA-Seq,252,6630913800,PRJNA496323,SAMN10238681,3563360353,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX4882452,GSM3427987,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427987,lesional,skin biopsy,SRP165679
SRR8052828,RNA-Seq,252,8536699836,PRJNA496323,SAMN10238680,4428349192,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4882453,GSM3427988,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427988,non-lesional,skin biopsy,SRP165679
SRR8052829,RNA-Seq,252,8194544568,PRJNA496323,SAMN10238679,4277184623,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4882454,GSM3427989,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427989,lesional,skin biopsy,SRP165679
SRR8052830,RNA-Seq,252,8854871508,PRJNA496323,SAMN10238678,4712352387,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX4882455,GSM3427990,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427990,non-lesional,skin biopsy,SRP165679
SRR8052831,RNA-Seq,252,5961265632,PRJNA496323,SAMN10238650,3344330795,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4882456,GSM3427991,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427991,lesional,skin biopsy,SRP165679
SRR8052832,RNA-Seq,252,5257338912,PRJNA496323,SAMN10238649,2895588189,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX4882457,GSM3427992,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427992,non-lesional,skin biopsy,SRP165679
SRR8052833,RNA-Seq,252,13017240684,PRJNA496323,SAMN10238648,7113534130,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX4882458,GSM3427993,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427993,lesional,skin biopsy,SRP165679
SRR8052834,RNA-Seq,252,8492729112,PRJNA496323,SAMN10238647,4620570234,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4882459,GSM3427994,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427994,non-lesional,skin biopsy,SRP165679
SRR8052835,RNA-Seq,252,5191842096,PRJNA496323,SAMN10238646,2715318450,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4882460,GSM3427995,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427995,lesional,skin biopsy,SRP165679
SRR8052836,RNA-Seq,252,3376298268,PRJNA496323,SAMN10238645,1698520569,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4882461,GSM3427996,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427996,non-lesional,skin biopsy,SRP165679
SRR8052837,RNA-Seq,252,7905450420,PRJNA496323,SAMN10238644,4255857711,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX4882462,GSM3427997,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427997,lesional,skin biopsy,SRP165679
SRR8052838,RNA-Seq,252,2069025840,PRJNA496323,SAMN10238643,1042801561,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4882463,GSM3427998,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427998,lesional,skin biopsy,SRP165679
SRR8052839,RNA-Seq,252,3948638652,PRJNA496323,SAMN10238642,2030564301,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX4882464,GSM3427999,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3427999,non-lesional,skin biopsy,SRP165679
SRR8052840,RNA-Seq,252,8560324080,PRJNA496323,SAMN10238641,4908872775,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX4882465,GSM3428000,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3428000,lesional,skin biopsy,SRP165679
SRR8052841,RNA-Seq,252,6856772328,PRJNA496323,SAMN10238640,3928150403,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4882466,GSM3428001,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3428001,non-lesional,skin biopsy,SRP165679
SRR8052842,RNA-Seq,252,9797241132,PRJNA496323,SAMN10238639,4990614800,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX4882467,GSM3428002,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3428002,lesional,skin biopsy,SRP165679
SRR8052843,RNA-Seq,252,8647665516,PRJNA496323,SAMN10238638,4469739389,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX4882468,GSM3428003,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3428003,non-lesional,skin biopsy,SRP165679
SRR8052844,RNA-Seq,252,9466531956,PRJNA496323,SAMN10238714,5356498121,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX4882469,GSM3428004,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3428004,non-lesional,skin biopsy,SRP165679
SRR8052845,RNA-Seq,252,9712624068,PRJNA496323,SAMN10238713,5355298390,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX4882470,GSM3428005,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3428005,chronic_lesion,skin biopsy,SRP165679
SRR8052846,RNA-Seq,252,9752817816,PRJNA496323,SAMN10238712,5408298326,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4882471,GSM3428006,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-01-23T00:00:00Z,GSM3428006,non-lesional,skin biopsy,SRP165679
